scorer_rank,scorer,team,goals,penalties,own_goals,first_goal_date,latest_goal_date,scorer_label
3514,Norberto Menéndez,Argentina,4,0,0,1957-10-13,1958-06-11,3514. Norberto Menéndez
3515,John Charles,Wales,4,0,0,1953-11-04,1958-06-08,3515. John Charles
3516,Ladislao Kubala,Spain,4,0,0,1957-05-08,1957-11-24,3516. Ladislao Kubala
3517,Miloš Milutinović,Yugoslavia,4,0,0,1953-11-08,1957-11-17,3517. Miloš Milutinović
3518,Ferenc Machos,Hungary,4,0,0,1957-06-23,1957-11-10,3518. Ferenc Machos
3519,Edward Jankowski,Poland,4,0,0,1957-07-05,1957-11-03,3519. Edward Jankowski
3520,Tadeusz Kraus,Czechoslovakia,4,0,0,1957-05-26,1957-10-27,3520. Tadeusz Kraus
3521,Paul Vandenberg,Belgium,4,0,0,1957-06-05,1957-09-04,3521. Paul Vandenberg
3522,Rusli Ramang,Indonesia,4,0,0,1957-05-12,1957-06-02,3522. Rusli Ramang
3523,John Atyeo,England,4,0,0,1957-05-08,1957-05-19,3523. John Atyeo
3524,Omar Sívori,Argentina,4,0,0,1956-01-22,1957-04-06,3524. Omar Sívori
3525,José Fernández,Chile,4,0,0,1956-02-09,1957-03-28,3525. José Fernández
3526,George Robledo,Chile,4,0,0,1950-07-02,1955-03-06,3526. George Robledo
3527,Ferenc Puskás,Hungary,4,0,0,1954-06-17,1954-07-04,3527. Ferenc Puskás
3528,Suat Mamat,Turkey,4,0,0,1954-03-17,1954-06-20,3528. Suat Mamat
3529,Pinga,Brazil,4,0,0,1953-03-01,1954-06-16,3529. Pinga
3530,Bill Looby,United States,4,0,0,1954-01-14,1954-04-04,3530. Bill Looby
3531,Nils-Åke Sandell,Sweden,4,0,0,1953-08-05,1953-08-16,3531. Nils-Åke Sandell
3532,Atilio López,Paraguay,4,0,0,1950-06-29,1953-04-01,3532. Atilio López
3533,Rubén Fernández,Paraguay,4,0,0,1953-02-25,1953-04-01,3533. Rubén Fernández
3534,Osvaldo Balseiro,Uruguay,4,0,0,1953-03-01,1953-03-23,3534. Osvaldo Balseiro
3535,Washington Puente,Uruguay,4,0,0,1947-12-16,1953-03-23,3535. Washington Puente
3536,Ángel Berni,Paraguay,4,0,0,1953-02-25,1953-03-16,3536. Ángel Berni
3537,Alcides Ghiggia,Uruguay,4,0,0,1950-07-02,1950-07-16,3537. Alcides Ghiggia
3538,Fernando Riera,Chile,4,0,0,1947-12-16,1950-07-02,3538. Fernando Riera
3539,César López Fretes,Paraguay,4,0,0,1949-04-06,1950-06-29,3539. César López Fretes
3540,Stan Mortensen,England,4,0,0,1949-10-15,1950-06-25,3540. Stan Mortensen
3541,Jack Rowley,England,4,0,0,1949-11-16,1949-11-16,3541. Jack Rowley
3542,Luis de la Fuente,Mexico,4,0,0,1949-09-04,1949-09-18,3542. Luis de la Fuente
3543,Ramón Castro,Uruguay,4,0,0,1949-04-13,1949-05-04,3543. Ramón Castro
3544,José García,Uruguay,4,0,0,1945-01-28,1947-12-16,3544. José García
3545,Héctor Magliano,Uruguay,4,0,0,1947-12-06,1947-12-13,3545. Héctor Magliano
3546,Adalberto López,Mexico,4,0,0,1947-07-13,1947-07-17,3546. Adalberto López
3547,Víctor Aguayo,Ecuador,4,0,0,1945-01-24,1945-02-21,3547. Víctor Aguayo
3548,Guillermo Clavero,Chile,4,0,0,1945-01-14,1945-01-24,3548. Guillermo Clavero
3549,Gino Colaussi,Italy,4,0,0,1938-06-12,1938-06-19,3549. Gino Colaussi
3550,Pál Titkos,Hungary,4,0,0,1938-03-25,1938-06-19,3550. Pál Titkos
3551,André Abegglen,Switzerland,4,0,0,1934-05-27,1938-06-09,3551. André Abegglen
3552,Géza Toldi,Hungary,4,0,0,1934-03-25,1938-06-05,3552. Géza Toldi
3553,Bernard Voorhoof,Belgium,4,0,0,1934-04-29,1938-03-13,3553. Bernard Voorhoof
3554,Raymond Braine,Belgium,4,0,0,1928-05-27,1938-03-13,3554. Raymond Braine
3555,Reidar Kvammen,Norway,4,0,0,1937-10-10,1937-11-07,3555. Reidar Kvammen
3556,Lennart Bunke,Sweden,4,0,0,1933-06-11,1937-06-20,3556. Lennart Bunke
3557,Francisco Varallo,Argentina,4,0,0,1930-07-19,1937-01-23,3557. Francisco Varallo
3558,Luíz Mesquita de Oliveira,Brazil,4,0,0,1937-01-03,1937-01-13,3558. Luíz Mesquita de Oliveira
3559,Angelo Schiavio,Italy,4,0,0,1934-05-27,1934-06-10,3559. Angelo Schiavio
3560,Edmund Conen,Germany,4,0,0,1934-05-27,1934-06-07,3560. Edmund Conen
3561,Bep Bakhuys,Netherlands,4,0,0,1934-04-08,1934-04-29,3561. Bep Bakhuys
3562,Vítor Silva,Portugal,4,0,0,1928-05-27,1934-03-18,3562. Vítor Silva
3563,Josef Rasselnberg,Germany,4,0,0,1934-03-11,1934-03-11,3563. Josef Rasselnberg
3564,Jaroslavas Citavičius,Lithuania,4,0,0,1930-08-15,1933-09-02,3564. Jaroslavas Citavičius
3565,Friedrich Karm,Estonia,4,0,0,1930-08-15,1931-09-01,3565. Friedrich Karm
3566,Eugen Einman,Estonia,4,0,0,1929-08-15,1930-08-16,3566. Eugen Einman
3567,Carlos Peucelle,Argentina,4,0,0,1929-11-03,1930-07-30,3567. Carlos Peucelle
3568,Adolfo Zumelzú,Argentina,4,0,0,1929-11-03,1930-07-19,3568. Adolfo Zumelzú
3569,Bert Patenaude,United States,4,0,0,1930-07-13,1930-07-17,3569. Bert Patenaude
3570,Roberto Figueroa,Uruguay,4,0,0,1927-11-06,1928-06-13,3570. Roberto Figueroa
3571,Ali Mohamed Riad,Egypt,4,0,0,1928-05-28,1928-06-09,3571. Ali Mohamed Riad
3572,Angelo Schiavo,Italy,4,0,0,1928-06-04,1928-06-09,3572. Angelo Schiavo
3573,Elvio Banchero,Italy,4,0,0,1928-05-29,1928-06-09,3573. Elvio Banchero
3574,Mario Magnozzi,Italy,4,0,0,1928-06-04,1928-06-09,3574. Mario Magnozzi
3575,Virgilio Levratto,Italy,4,0,0,1928-05-29,1928-06-07,3575. Virgilio Levratto
3576,José Maria Yermo,Spain,4,0,0,1928-05-30,1928-06-04,3576. José Maria Yermo
3577,Richard Hofmann,Germany,4,0,0,1928-05-28,1928-06-03,3577. Richard Hofmann
3578,Severino Da Silva,Brazil,4,0,0,1925-12-06,1925-12-17,3578. Severino Da Silva
3579,Rudolf Kock,Sweden,4,0,0,1924-05-29,1924-06-05,3579. Rudolf Kock
3580,Kees Pijl,Netherlands,4,0,0,1924-05-27,1924-05-27,3580. Kees Pijl
3581,Julio Libonatti,Argentina,4,0,0,1920-09-25,1921-10-30,3581. Julio Libonatti
3582,José Piendibene,Uruguay,4,0,0,1916-07-02,1921-10-09,3582. José Piendibene
3583,José Pérez,Uruguay,4,0,0,1919-05-17,1920-10-03,3583. José Pérez
3584,Teddy Teuma,Malta,3,3,0,2022-09-23,2025-11-17,3584. Teddy Teuma
3585,Ronaldo Afonso,São Tomé and Príncipe,3,3,0,2025-09-04,2025-10-13,3585. Ronaldo Afonso
3586,Joseph Athale,New Caledonia,3,3,0,2024-10-10,2024-11-14,3586. Joseph Athale
3587,Faisal Al Badri,Libya,3,3,0,2013-06-14,2024-06-06,3587. Faisal Al Badri
3588,Quế Ngọc Hải,Vietnam,3,3,0,2019-01-16,2021-06-11,3588. Quế Ngọc Hải
3589,Gao Lin,China PR,3,3,0,2017-06-13,2019-01-20,3589. Gao Lin
3590,Hasse Borg,Sweden,3,3,0,1978-10-04,1981-06-03,3590. Hasse Borg
3591,Allan Clarke,England,3,3,0,1970-06-11,1973-10-17,3591. Allan Clarke
3592,Alcides Silveira,Uruguay,3,3,0,1959-12-06,1959-12-16,3592. Alcides Silveira
3593,Amir Al-Ammari,Iraq,3,2,0,2021-11-11,2025-11-18,3593. Amir Al-Ammari
3594,Ange-Freddy Plumain,Guadeloupe,3,2,0,2023-07-01,2025-06-24,3594. Ange-Freddy Plumain
3595,Caniggia Elva,Saint Lucia,3,2,0,2024-06-06,2025-06-10,3595. Caniggia Elva
3596,Askhat Tagybergen,Kazakhstan,3,2,0,2023-03-26,2025-03-22,3596. Askhat Tagybergen
3597,Nicola Nanni,San Marino,3,2,0,2021-09-05,2024-11-18,3597. Nicola Nanni
3598,Maxime Chanot,Luxembourg,3,2,0,2016-11-13,2023-09-08,3598. Maxime Chanot
3599,Norjmoogiin Tsedenbal,Mongolia,3,2,0,2019-06-06,2019-10-15,3599. Norjmoogiin Tsedenbal
3600,Theerathon Bunmathan,Thailand,3,2,0,2015-09-08,2019-09-10,3600. Theerathon Bunmathan
3601,Agim Ibraimi,North Macedonia,3,2,0,2012-10-12,2014-09-08,3601. Agim Ibraimi
3602,Kairat Nurdauletov,Kazakhstan,3,2,0,2011-10-07,2013-09-06,3602. Kairat Nurdauletov
3603,Mohammed Noor,Saudi Arabia,3,2,0,2004-06-09,2011-11-11,3603. Mohammed Noor
3604,Karim Ziani,Algeria,3,2,0,2008-06-06,2009-10-11,3604. Karim Ziani
3605,Szabolcs Huszti,Hungary,3,2,0,2005-06-04,2009-09-05,3605. Szabolcs Huszti
3606,Albert Sarkisyan,Armenia,3,2,0,2002-09-07,2003-06-07,3606. Albert Sarkisyan
3607,Federico Magallanes,Uruguay,3,2,0,2000-09-03,2001-10-07,3607. Federico Magallanes
3608,Iván Córdoba,Colombia,3,2,0,1999-07-04,2001-07-29,3608. Iván Córdoba
3609,Vladimir Maminov,Uzbekistan,3,2,0,2001-04-23,2001-05-07,3609. Vladimir Maminov
3610,Kassoum Ouédraogo,Burkina Faso,3,2,0,1996-06-16,1998-02-21,3610. Kassoum Ouédraogo
3611,Gary McAllister,Scotland,3,2,0,1990-10-17,1997-06-08,3611. Gary McAllister
3612,Nazim Suleymanov,Azerbaijan,3,2,0,1995-03-29,1997-04-02,3612. Nazim Suleymanov
3613,Khalid Al-Temawi,Saudi Arabia,3,2,0,1996-12-05,1997-03-20,3613. Khalid Al-Temawi
3614,Faouzi Rouissi,Tunisia,3,2,0,1992-10-11,1994-03-30,3614. Faouzi Rouissi
3615,Mohamad Moustafa Kadir,Syria,3,2,0,1993-06-23,1993-07-07,3615. Mohamad Moustafa Kadir
3616,Shahrokh Bayani,Iran,3,2,0,1984-12-01,1984-12-13,3616. Shahrokh Bayani
3617,Muhedin Targaj,Albania,3,2,0,1981-09-02,1983-06-08,3617. Muhedin Targaj
3618,Jean-François Larios,France,3,2,0,1979-02-25,1980-10-11,3618. Jean-François Larios
3619,Sam Ojebode,Nigeria,3,2,0,1976-03-01,1977-07-10,3619. Sam Ojebode
3620,Paul Philipp,Luxembourg,3,2,0,1969-12-07,1975-10-15,3620. Paul Philipp
3621,Roberto Rodríguez,Mexico,3,2,0,1971-11-26,1971-12-02,3621. Roberto Rodríguez
3622,Sune Andersson,Sweden,3,2,0,1949-06-02,1950-07-09,3622. Sune Andersson
3623,Con Martin,Republic of Ireland,3,2,0,1949-09-08,1949-11-13,3623. Con Martin
3624,Nicola Zalewski,Poland,3,1,0,2024-09-05,2026-03-31,3624. Nicola Zalewski
3625,Jean-Philippe Krasso,Ivory Coast,3,1,0,2023-11-17,2025-12-31,3625. Jean-Philippe Krasso
3626,Cherif Ndiaye,Senegal,3,1,0,2025-10-10,2025-12-30,3626. Cherif Ndiaye
3627,Gaël Kakuta,DR Congo,3,1,0,2021-11-11,2025-12-30,3627. Gaël Kakuta
3628,Elias Achouri,Tunisia,3,1,0,2025-03-24,2025-12-23,3628. Elias Achouri
3629,Ayouba Kosiah,Liberia,3,1,0,2025-09-08,2025-10-09,3629. Ayouba Kosiah
3630,Youssouf Oumarou,Niger,3,1,0,2021-11-12,2025-10-08,3630. Youssouf Oumarou
3631,Allan Okello,Uganda,3,1,0,2025-03-25,2025-09-08,3631. Allan Okello
3632,Leon Bailey,Jamaica,3,1,0,2022-03-30,2025-06-20,3632. Leon Bailey
3633,Eduardo Guerrero,Panama,3,1,0,2024-07-01,2025-06-16,3633. Eduardo Guerrero
3634,Issam Al-Sabhi,Oman,3,1,0,2024-03-21,2025-06-10,3634. Issam Al-Sabhi
3635,Ole Romeny,Indonesia,3,1,0,2025-03-20,2025-06-05,3635. Ole Romeny
3636,Zeiko Lewis,Bermuda,3,1,0,2015-03-25,2025-06-04,3636. Zeiko Lewis
3637,Mihail Caimacov,Moldova,3,1,0,2022-06-14,2025-03-25,3637. Mihail Caimacov
3638,Valery Kichin,Kyrgyzstan,3,1,0,2019-10-10,2025-03-25,3638. Valery Kichin
3639,Bereket Desta,Ethiopia,3,1,0,2025-03-24,2025-03-24,3639. Bereket Desta
3640,Miguel Almirón,Paraguay,3,1,0,2021-06-24,2024-11-19,3640. Miguel Almirón
3641,Micah Lea'alafa,Solomon Islands,3,1,0,2017-06-09,2024-11-17,3641. Micah Lea'alafa
3642,Toral Bayramov,Azerbaijan,3,1,0,2023-10-13,2024-10-14,3642. Toral Bayramov
3643,Ali Saleh,United Arab Emirates,3,1,0,2024-03-21,2024-09-05,3643. Ali Saleh
3644,Nasser Al-Gahwashi,Yemen,3,1,0,2019-11-19,2024-06-11,3644. Nasser Al-Gahwashi
3645,Niall Reid-Stephen,Barbados,3,1,0,2021-06-04,2024-06-09,3645. Niall Reid-Stephen
3646,Alvin Jones,Trinidad and Tobago,3,1,0,2017-10-10,2024-06-08,3646. Alvin Jones
3647,Sheraldo Becker,Suriname,3,1,0,2021-06-04,2024-06-05,3647. Sheraldo Becker
3648,Yusuf Yazıcı,Turkey,3,1,0,2019-09-10,2023-11-21,3648. Yusuf Yazıcı
3649,Raimonds Krollis,Latvia,3,1,0,2020-11-17,2022-11-16,3649. Raimonds Krollis
3650,Mardik Mardikian,Syria,3,1,0,2021-06-07,2022-03-24,3650. Mardik Mardikian
3651,Darwin Cerén,El Salvador,3,1,0,2015-06-16,2022-01-30,3651. Darwin Cerén
3652,Reece Styche,Gibraltar,3,1,0,2019-11-18,2021-09-07,3652. Reece Styche
3653,Alexander López,Honduras,3,1,0,2017-09-01,2021-09-02,3653. Alexander López
3654,Tjay De Barr,Gibraltar,3,1,0,2018-11-16,2021-09-01,3654. Tjay De Barr
3655,Ado Onaiwu,Japan,3,1,0,2021-06-15,2021-06-15,3655. Ado Onaiwu
3656,Dāvis Ikaunieks,Latvia,3,1,0,2017-10-10,2021-06-10,3656. Dāvis Ikaunieks
3657,Luis Muriel,Colombia,3,1,0,2020-10-09,2021-06-08,3657. Luis Muriel
3658,Charlison Benschop,Curaçao,3,1,0,2021-03-28,2021-06-05,3658. Charlison Benschop
3659,Naïm Sliti,Tunisia,3,1,0,2017-01-19,2019-07-11,3659. Naïm Sliti
3660,Jonathan Bolingi,DR Congo,3,1,0,2016-10-08,2019-06-30,3660. Jonathan Bolingi
3661,Pak Kwang-ryong,North Korea,3,1,0,2015-06-16,2019-01-17,3661. Pak Kwang-ryong
3662,Afran Ismayilov,Azerbaijan,3,1,0,2017-09-04,2017-10-05,3662. Afran Ismayilov
3663,Justin Meram,Iraq,3,1,0,2015-09-03,2017-08-31,3663. Justin Meram
3664,Hiroshi Kiyotake,Japan,3,1,0,2012-11-14,2016-11-15,3664. Hiroshi Kiyotake
3665,Faouzi Ghoulam,Algeria,3,1,0,2015-01-19,2015-11-17,3665. Faouzi Ghoulam
3666,Lars Krogh Gerson,Luxembourg,3,1,0,2011-03-29,2015-10-12,3666. Lars Krogh Gerson
3667,Rodolph Austin,Jamaica,3,1,0,2012-09-07,2015-07-11,3667. Rodolph Austin
3668,Lam Ka Wai,Hong Kong,3,1,0,2007-10-28,2015-06-16,3668. Lam Ka Wai
3669,Harry Panayiotou,Saint Kitts and Nevis,3,1,0,2015-03-26,2015-03-26,3669. Harry Panayiotou
3670,Fróði Benjaminsen,Faroe Islands,3,1,0,2011-06-07,2013-09-06,3670. Fróði Benjaminsen
3671,Domingues,Mozambique,3,1,0,2009-06-20,2013-06-09,3671. Domingues
3672,Ján Ďurica,Slovakia,3,1,0,2007-10-13,2013-06-07,3672. Ján Ďurica
3673,Serghei Dadu,Moldova,3,1,0,2003-09-10,2012-10-16,3673. Serghei Dadu
3674,Abdoul Camara,Guinea,3,1,0,2012-01-28,2012-06-10,3674. Abdoul Camara
3675,Shane Rennie,Grenada,3,1,0,2008-03-26,2011-11-15,3675. Shane Rennie
3676,Almiro Lobo,Mozambique,3,1,0,2008-06-08,2011-11-11,3676. Almiro Lobo
3677,Carlos Eduardo Gallardo,Guatemala,3,1,0,2008-09-06,2011-10-11,3677. Carlos Eduardo Gallardo
3678,Sebastião Gilberto,Angola,3,1,0,2001-04-21,2010-01-10,3678. Sebastião Gilberto
3679,Kerry Baptiste,Trinidad and Tobago,3,1,0,2009-09-05,2009-10-14,3679. Kerry Baptiste
3680,Kenny Cooper,United States,3,1,0,2008-11-19,2009-07-23,3680. Kenny Cooper
3681,Abdoh Otaif,Saudi Arabia,3,1,0,2008-06-22,2009-04-01,3681. Abdoh Otaif
3682,Faisal Agab,Sudan,3,1,0,2004-10-09,2008-10-11,3682. Faisal Agab
3683,Eduardo Fernando Gomes,Cape Verde,3,1,0,2008-06-15,2008-06-22,3683. Eduardo Fernando Gomes
3684,Mohamed Kallon,Sierra Leone,3,1,0,1996-01-15,2008-06-14,3684. Mohamed Kallon
3685,Saïd Makasi,Rwanda,3,1,0,2004-02-01,2008-06-14,3685. Saïd Makasi
3686,Teeratep Winothai,Thailand,3,1,0,2007-10-08,2008-06-02,3686. Teeratep Winothai
3687,Avondale Williams,British Virgin Islands,3,1,0,2000-03-05,2008-03-30,3687. Avondale Williams
3688,Torsten Frings,Germany,3,1,0,2004-06-15,2007-06-02,3688. Torsten Frings
3689,Juanito,Spain,3,1,0,1978-10-04,2006-06-23,3689. Juanito
3690,Dramane Coulibaly,Mali,3,1,0,2002-02-03,2005-06-05,3690. Dramane Coulibaly
3691,Gabriel Urdaneta,Venezuela,3,1,0,1999-07-06,2004-10-14,3691. Gabriel Urdaneta
3692,Luis Marín Murillo,Costa Rica,3,1,0,1997-11-16,2004-07-11,3692. Luis Marín Murillo
3693,Alphose Qorig,Vanuatu,3,1,0,2004-05-12,2004-06-02,3693. Alphose Qorig
3694,Junior Michael,Samoa,3,1,0,2001-04-09,2004-05-19,3694. Junior Michael
3695,Okan Yılmaz,Turkey,3,1,0,2003-06-19,2003-06-28,3695. Okan Yılmaz
3696,Francisco Arce,Paraguay,3,1,0,1996-06-02,2002-06-02,3696. Francisco Arce
3697,Gilberto dos Santos,Lebanon,3,1,0,2001-05-13,2001-05-26,3697. Gilberto dos Santos
3698,Hari Khadka,Nepal,3,1,0,1997-03-23,2001-04-23,3698. Hari Khadka
3699,Nigel Pierre,Trinidad and Tobago,3,1,0,2000-04-16,2000-11-15,3699. Nigel Pierre
3700,Roberto Acuña,Paraguay,3,1,0,1997-06-11,2000-08-16,3700. Roberto Acuña
3701,Alexis Saddler,Saint Kitts and Nevis,3,1,0,2000-03-18,2000-03-18,3701. Alexis Saddler
3702,Frank Leboeuf,France,3,1,0,1995-09-06,1999-06-09,3702. Frank Leboeuf
3703,Samuel Johnson,Ghana,3,1,0,1996-06-17,1998-02-12,3703. Samuel Johnson
3704,Mohammed Gargo,Ghana,3,1,0,1997-04-27,1998-02-09,3704. Mohammed Gargo
3705,Austin Berry,Costa Rica,3,1,0,1992-08-23,1998-02-04,3705. Austin Berry
3706,Ali Cheikh Dib,Syria,3,1,0,1993-07-02,1997-06-09,3706. Ali Cheikh Dib
3707,Sudirman,Indonesia,3,1,0,1993-04-24,1997-06-01,3707. Sudirman
3708,Sergey Lebedev,Uzbekistan,3,1,0,1996-12-12,1997-05-25,3708. Sergey Lebedev
3709,Krzysztof Warzycha,Poland,3,1,0,1988-10-19,1996-11-10,3709. Krzysztof Warzycha
3710,Július Šimon,Slovakia,3,1,0,1995-10-11,1996-10-23,3710. Július Šimon
3711,Brice Mackaya,Gabon,3,1,0,1996-01-19,1996-06-16,3711. Brice Mackaya
3712,Roger Lukaku,DR Congo,3,1,0,1992-10-11,1996-01-25,3712. Roger Lukaku
3713,Paul Wade,Australia,3,1,0,1992-09-11,1995-11-15,3713. Paul Wade
3714,Marco Antonio Anariba,Honduras,3,1,0,1991-06-30,1993-05-09,3714. Marco Antonio Anariba
3715,Fahad Al Kuwari,Qatar,3,1,0,1993-04-09,1993-04-26,3715. Fahad Al Kuwari
3716,Richardson Smith,Honduras,3,1,0,1992-11-08,1993-04-04,3716. Richardson Smith
3717,Lucien Kassi-Kouadio,Ivory Coast,3,1,0,1986-03-20,1992-10-10,3717. Lucien Kassi-Kouadio
3718,Danny Halligan,New Zealand,3,1,0,1988-12-11,1992-06-27,3718. Danny Halligan
3719,Peter Méndez,Uruguay,3,1,0,1991-07-09,1991-07-15,3719. Peter Méndez
3720,Gordon Strachan,Scotland,3,1,0,1980-09-10,1991-05-01,3720. Gordon Strachan
3721,Vítor Paneira,Portugal,3,1,0,1989-02-15,1991-02-20,3721. Vítor Paneira
3722,Bernardo Redín,Colombia,3,1,0,1987-07-08,1990-06-23,3722. Bernardo Redín
3723,Peter Larsson,Sweden,3,1,0,1987-06-03,1989-10-25,3723. Peter Larsson
3724,Raúl Chacón,Guatemala,3,1,0,1985-05-15,1989-06-17,3724. Raúl Chacón
3725,Imre Boda,Hungary,3,1,0,1986-11-12,1989-04-12,3725. Imre Boda
3726,Abdelkrim Merry,Morocco,3,1,0,1986-03-11,1988-03-13,3726. Abdelkrim Merry
3727,Arnold Mühren,Netherlands,3,1,0,1981-03-25,1987-04-29,3727. Arnold Mühren
3728,André Egli,Switzerland,3,1,0,1984-09-12,1987-04-15,3728. André Egli
3729,Jean-Paul Brigger,Switzerland,3,1,0,1983-11-09,1986-11-15,3729. Jean-Paul Brigger
3730,Julio César Uribe,Peru,3,1,0,1981-08-16,1985-06-02,3730. Julio César Uribe
3731,Antonio Cabrini,Italy,3,1,0,1980-11-15,1983-12-22,3731. Antonio Cabrini
3732,Selçuk Yula,Turkey,3,1,0,1983-10-12,1983-11-16,3732. Selçuk Yula
3733,Georgios Kostikos,Greece,3,1,0,1981-01-28,1983-05-15,3733. Georgios Kostikos
3734,Norberto Huezo,El Salvador,3,1,0,1977-10-12,1981-11-19,3734. Norberto Huezo
3735,Roman Ogaza,Poland,3,1,0,1978-11-15,1979-10-10,3735. Roman Ogaza
3736,Benny Nielsen,Denmark,3,1,0,1976-10-27,1978-10-11,3736. Benny Nielsen
3737,Leintz Domingue,Haiti,3,1,0,1971-11-28,1977-10-23,3737. Leintz Domingue
3738,Edwin Schal,Suriname,3,1,0,1968-12-22,1977-10-15,3738. Edwin Schal
3739,Ibrahim Al Duraihem,Kuwait,3,1,0,1972-05-12,1977-03-17,3739. Ibrahim Al Duraihem
3740,Jesdaporn Na Phatalung,Thailand,3,1,0,1977-03-01,1977-03-07,3740. Jesdaporn Na Phatalung
3741,Uli Hoeneß,Germany,3,1,0,1972-04-29,1976-05-22,3741. Uli Hoeneß
3742,Erich Beer,Germany,3,1,0,1976-02-28,1976-04-24,3742. Erich Beer
3743,Bengally Sylla,Guinea,3,1,0,1974-03-03,1976-03-05,3743. Bengally Sylla
3744,José Claramunt,Spain,3,1,0,1973-01-17,1974-09-25,3744. José Claramunt
3745,Edmond Apéti Kaolo,Togo,3,1,0,1972-02-24,1972-02-28,3745. Edmond Apéti Kaolo
3746,Giancarlo De Sisti,Italy,3,1,0,1970-10-31,1971-11-20,3746. Giancarlo De Sisti
3747,Rinus Israël,Netherlands,3,1,0,1967-10-04,1971-11-17,3747. Rinus Israël
3748,Rafael Albrecht,Argentina,3,1,0,1967-01-18,1969-08-31,3748. Rafael Albrecht
3749,Johny Léonard,Luxembourg,3,1,0,1963-12-10,1969-04-23,3749. Johny Léonard
3750,Pierre Kalala Mukendi,DR Congo,3,1,0,1965-11-12,1968-01-21,3750. Pierre Kalala Mukendi
3751,Alvin Corneal,Trinidad and Tobago,3,1,0,1965-02-07,1967-03-08,3751. Alvin Corneal
3752,Dezső Novák,Hungary,3,1,0,1964-06-20,1965-10-09,3752. Dezső Novák
3753,Antonio Rada,Colombia,3,1,0,1962-06-03,1965-08-07,3753. Antonio Rada
3754,Köbi Kuhn,Switzerland,3,1,0,1964-11-14,1965-05-02,3754. Köbi Kuhn
3755,Ernő Solymosi,Hungary,3,1,0,1961-09-10,1963-11-03,3755. Ernő Solymosi
3756,Guillermo Ortiz Camargo,Mexico,3,1,0,1963-03-24,1963-03-28,3756. Guillermo Ortiz Camargo
3757,Mario Cordero,Costa Rica,3,1,0,1957-02-17,1963-03-28,3757. Mario Cordero
3758,Cliff Jones,Wales,3,1,0,1957-09-25,1963-03-20,3758. Cliff Jones
3759,Abdallah Azhar,Morocco,3,1,0,1960-10-30,1961-11-23,3759. Abdallah Azhar
3760,Nils Liedholm,Sweden,3,1,0,1949-06-02,1958-06-29,3760. Nils Liedholm
3761,"Delio ""Maravilla"" Gamboa",Colombia,3,1,0,1957-03-13,1957-04-01,"3761. Delio ""Maravilla"" Gamboa"
3762,Ernst Stojaspal,Austria,3,1,0,1954-06-19,1954-07-03,3762. Ernst Stojaspal
3763,Egisto Pandolfini,Italy,3,1,0,1950-07-02,1954-06-20,3763. Egisto Pandolfini
3764,Raimundo Infante,Chile,3,1,0,1947-12-31,1949-05-08,3764. Raimundo Infante
3765,Kleanthis Vikelidis,Greece,3,1,0,1938-01-22,1938-02-20,3765. Kleanthis Vikelidis
3766,Gábor P. Szabó,Hungary,3,1,0,1934-03-25,1934-04-29,3766. Gábor P. Szabó
3767,Stepas Chmelevskis,Lithuania,3,1,0,1929-08-14,1930-08-17,3767. Stepas Chmelevskis
3768,Ok Formenoy,Netherlands,3,1,0,1924-06-02,1924-06-09,3768. Ok Formenoy
3769,Ali Al-Hamadi,Iraq,3,0,0,2023-11-16,2026-03-31,3769. Ali Al-Hamadi
3770,Haris Tabaković,Bosnia and Herzegovina,3,0,0,2025-11-15,2026-03-31,3770. Haris Tabaković
3771,Fisnik Asllani,Kosovo,3,0,0,2025-10-13,2026-03-26,3771. Fisnik Asllani
3772,Florent Muslija,Kosovo,3,0,0,2022-09-27,2026-03-26,3772. Florent Muslija
3773,Iliman Ndiaye,Senegal,3,0,0,2024-01-23,2026-01-09,3773. Iliman Ndiaye
3774,Yan Diomande,Ivory Coast,3,0,0,2025-10-10,2026-01-06,3774. Yan Diomande
3775,Jodel Dossou,Benin,3,0,0,2021-11-11,2026-01-05,3775. Jodel Dossou
3776,Evann Guessand,Ivory Coast,3,0,0,2025-03-21,2025-12-31,3776. Evann Guessand
3777,Raphael Onyedika,Nigeria,3,0,0,2024-06-10,2025-12-30,3777. Raphael Onyedika
3778,Edmond Tapsoba,Burkina Faso,3,0,0,2025-09-05,2025-12-24,3778. Edmond Tapsoba
3779,Ellyes Skhiri,Tunisia,3,0,0,2021-09-03,2025-12-23,3779. Ellyes Skhiri
3780,Théo Bongonda,DR Congo,3,0,0,2023-11-15,2025-12-23,3780. Théo Bongonda
3781,Don Deedson Louicius,Haiti,3,0,0,2025-06-22,2025-11-18,3781. Don Deedson Louicius
3782,Kenny McLean,Scotland,3,0,0,2019-03-24,2025-11-18,3782. Kenny McLean
3783,Lawrence Shankland,Scotland,3,0,0,2019-10-13,2025-11-18,3783. Lawrence Shankland
3784,Nathan Broadhead,Wales,3,0,0,2023-03-25,2025-11-18,3784. Nathan Broadhead
3785,Nathaniel James,Trinidad and Tobago,3,0,0,2024-06-08,2025-11-18,3785. Nathaniel James
3786,Olger Escobar,Guatemala,3,0,0,2025-06-24,2025-11-18,3786. Olger Escobar
3787,Patrick Dorgu,Denmark,3,0,0,2024-09-05,2025-11-18,3787. Patrick Dorgu
